"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"California"	"06"	"2000"	"2000"	"Sep., 2000"	"2000/09"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	84	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Oct., 2000"	"2000/10"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	54	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Oct., 2000"	"2000/10"	"Intracerebral haemorrhage, unspecified"	"I61.9"	129	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Oct., 2000"	"2000/10"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	40	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Oct., 2000"	"2000/10"	"Cerebral infarction, unspecified"	"I63.9"	43	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Oct., 2000"	"2000/10"	"Stroke, not specified as haemorrhage or infarction"	"I64"	388	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Oct., 2000"	"2000/10"	"Cerebrovascular disease, unspecified"	"I67.9"	10	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Oct., 2000"	"2000/10"	"Sequelae of cerebral infarction"	"I69.3"	13	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Oct., 2000"	"2000/10"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	96	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Oct., 2000"	"2000/10"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	55	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Nov., 2000"	"2000/11"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	45	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Nov., 2000"	"2000/11"	"Intracerebral haemorrhage, unspecified"	"I61.9"	104	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Nov., 2000"	"2000/11"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	47	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Nov., 2000"	"2000/11"	"Cerebral infarction, unspecified"	"I63.9"	42	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Nov., 2000"	"2000/11"	"Stroke, not specified as haemorrhage or infarction"	"I64"	438	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Nov., 2000"	"2000/11"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	87	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Nov., 2000"	"2000/11"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	76	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Dec., 2000"	"2000/12"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	37	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Dec., 2000"	"2000/12"	"Intracerebral haemorrhage in brain stem"	"I61.3"	10	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Dec., 2000"	"2000/12"	"Intracerebral haemorrhage, unspecified"	"I61.9"	127	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Dec., 2000"	"2000/12"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	27	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Dec., 2000"	"2000/12"	"Cerebral infarction, unspecified"	"I63.9"	47	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Dec., 2000"	"2000/12"	"Stroke, not specified as haemorrhage or infarction"	"I64"	470	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Dec., 2000"	"2000/12"	"Cerebrovascular disease, unspecified"	"I67.9"	11	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Dec., 2000"	"2000/12"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	89	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Dec., 2000"	"2000/12"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	76	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Jan., 2001"	"2001/01"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	46	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Jan., 2001"	"2001/01"	"Intracerebral haemorrhage, unspecified"	"I61.9"	138	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Jan., 2001"	"2001/01"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	52	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Jan., 2001"	"2001/01"	"Cerebral infarction, unspecified"	"I63.9"	53	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Jan., 2001"	"2001/01"	"Stroke, not specified as haemorrhage or infarction"	"I64"	461	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Jan., 2001"	"2001/01"	"Cerebrovascular disease, unspecified"	"I67.9"	13	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Jan., 2001"	"2001/01"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	94	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Jan., 2001"	"2001/01"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	68	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Feb., 2001"	"2001/02"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	35	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Feb., 2001"	"2001/02"	"Intracerebral haemorrhage, unspecified"	"I61.9"	110	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Feb., 2001"	"2001/02"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	46	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Feb., 2001"	"2001/02"	"Cerebral infarction, unspecified"	"I63.9"	38	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Feb., 2001"	"2001/02"	"Stroke, not specified as haemorrhage or infarction"	"I64"	394	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Feb., 2001"	"2001/02"	"Cerebrovascular disease, unspecified"	"I67.9"	11	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Feb., 2001"	"2001/02"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	98	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Feb., 2001"	"2001/02"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	90	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Mar., 2001"	"2001/03"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	40	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Mar., 2001"	"2001/03"	"Intracerebral haemorrhage, unspecified"	"I61.9"	130	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Mar., 2001"	"2001/03"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	51	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Mar., 2001"	"2001/03"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	10	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Mar., 2001"	"2001/03"	"Cerebral infarction, unspecified"	"I63.9"	43	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Mar., 2001"	"2001/03"	"Stroke, not specified as haemorrhage or infarction"	"I64"	451	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Mar., 2001"	"2001/03"	"Cerebrovascular disease, unspecified"	"I67.9"	16	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Mar., 2001"	"2001/03"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	92	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Mar., 2001"	"2001/03"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	95	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Apr., 2001"	"2001/04"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	43	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Apr., 2001"	"2001/04"	"Intracerebral haemorrhage, unspecified"	"I61.9"	131	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Apr., 2001"	"2001/04"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	34	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Apr., 2001"	"2001/04"	"Cerebral infarction, unspecified"	"I63.9"	49	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Apr., 2001"	"2001/04"	"Stroke, not specified as haemorrhage or infarction"	"I64"	417	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Apr., 2001"	"2001/04"	"Cerebrovascular disease, unspecified"	"I67.9"	17	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Apr., 2001"	"2001/04"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	91	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Apr., 2001"	"2001/04"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	73	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"May, 2001"	"2001/05"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	37	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"May, 2001"	"2001/05"	"Intracerebral haemorrhage, unspecified"	"I61.9"	125	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"May, 2001"	"2001/05"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	40	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"May, 2001"	"2001/05"	"Cerebral infarction, unspecified"	"I63.9"	55	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"May, 2001"	"2001/05"	"Stroke, not specified as haemorrhage or infarction"	"I64"	437	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"May, 2001"	"2001/05"	"Cerebrovascular disease, unspecified"	"I67.9"	17	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"May, 2001"	"2001/05"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	105	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"May, 2001"	"2001/05"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	67	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Jun., 2001"	"2001/06"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	34	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Jun., 2001"	"2001/06"	"Intracerebral haemorrhage, unspecified"	"I61.9"	104	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Jun., 2001"	"2001/06"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	41	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Jun., 2001"	"2001/06"	"Cerebral infarction, unspecified"	"I63.9"	38	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Jun., 2001"	"2001/06"	"Stroke, not specified as haemorrhage or infarction"	"I64"	395	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Jun., 2001"	"2001/06"	"Cerebrovascular disease, unspecified"	"I67.9"	12	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Jun., 2001"	"2001/06"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	90	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Jun., 2001"	"2001/06"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	85	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Jul., 2001"	"2001/07"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	37	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Jul., 2001"	"2001/07"	"Intracerebral haemorrhage, unspecified"	"I61.9"	127	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Jul., 2001"	"2001/07"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	33	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Jul., 2001"	"2001/07"	"Cerebral infarction, unspecified"	"I63.9"	44	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Jul., 2001"	"2001/07"	"Stroke, not specified as haemorrhage or infarction"	"I64"	384	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Jul., 2001"	"2001/07"	"Cerebrovascular disease, unspecified"	"I67.9"	10	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Jul., 2001"	"2001/07"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	71	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Jul., 2001"	"2001/07"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	67	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Aug., 2001"	"2001/08"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	51	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Aug., 2001"	"2001/08"	"Intracerebral haemorrhage, unspecified"	"I61.9"	119	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Aug., 2001"	"2001/08"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	50	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Aug., 2001"	"2001/08"	"Cerebral infarction, unspecified"	"I63.9"	50	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Aug., 2001"	"2001/08"	"Stroke, not specified as haemorrhage or infarction"	"I64"	372	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Aug., 2001"	"2001/08"	"Cerebrovascular disease, unspecified"	"I67.9"	10	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Aug., 2001"	"2001/08"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	83	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Aug., 2001"	"2001/08"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	56	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Sep., 2001"	"2001/09"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	44	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Sep., 2001"	"2001/09"	"Intracerebral haemorrhage, unspecified"	"I61.9"	115	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Sep., 2001"	"2001/09"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	39	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Sep., 2001"	"2001/09"	"Cerebral infarction, unspecified"	"I63.9"	36	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Sep., 2001"	"2001/09"	"Stroke, not specified as haemorrhage or infarction"	"I64"	368	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Sep., 2001"	"2001/09"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	80	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Sep., 2001"	"2001/09"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	62	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Oct., 2001"	"2001/10"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	44	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Oct., 2001"	"2001/10"	"Intracerebral haemorrhage, unspecified"	"I61.9"	113	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Oct., 2001"	"2001/10"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	49	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Oct., 2001"	"2001/10"	"Cerebral infarction, unspecified"	"I63.9"	34	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Oct., 2001"	"2001/10"	"Stroke, not specified as haemorrhage or infarction"	"I64"	396	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Oct., 2001"	"2001/10"	"Cerebrovascular disease, unspecified"	"I67.9"	20	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Oct., 2001"	"2001/10"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	86	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Oct., 2001"	"2001/10"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	52	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Nov., 2001"	"2001/11"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	34	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Nov., 2001"	"2001/11"	"Intracerebral haemorrhage, unspecified"	"I61.9"	99	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Nov., 2001"	"2001/11"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	57	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Nov., 2001"	"2001/11"	"Cerebral infarction, unspecified"	"I63.9"	38	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Nov., 2001"	"2001/11"	"Stroke, not specified as haemorrhage or infarction"	"I64"	402	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Nov., 2001"	"2001/11"	"Cerebrovascular disease, unspecified"	"I67.9"	14	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Nov., 2001"	"2001/11"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	83	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Nov., 2001"	"2001/11"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	70	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Dec., 2001"	"2001/12"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	38	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Dec., 2001"	"2001/12"	"Intracerebral haemorrhage, unspecified"	"I61.9"	125	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Dec., 2001"	"2001/12"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	52	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Dec., 2001"	"2001/12"	"Cerebral infarction, unspecified"	"I63.9"	41	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Dec., 2001"	"2001/12"	"Stroke, not specified as haemorrhage or infarction"	"I64"	412	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Dec., 2001"	"2001/12"	"Cerebrovascular disease, unspecified"	"I67.9"	12	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Dec., 2001"	"2001/12"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	96	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	"Dec., 2001"	"2001/12"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	83	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Jan., 2002"	"2002/01"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	53	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Jan., 2002"	"2002/01"	"Intracerebral haemorrhage, unspecified"	"I61.9"	115	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Jan., 2002"	"2002/01"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	59	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Jan., 2002"	"2002/01"	"Cerebral infarction, unspecified"	"I63.9"	45	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Jan., 2002"	"2002/01"	"Stroke, not specified as haemorrhage or infarction"	"I64"	456	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Jan., 2002"	"2002/01"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	93	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Jan., 2002"	"2002/01"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	65	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Feb., 2002"	"2002/02"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	55	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Feb., 2002"	"2002/02"	"Intracerebral haemorrhage, unspecified"	"I61.9"	115	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Feb., 2002"	"2002/02"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	54	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Feb., 2002"	"2002/02"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	10	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Feb., 2002"	"2002/02"	"Cerebral infarction, unspecified"	"I63.9"	35	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Feb., 2002"	"2002/02"	"Stroke, not specified as haemorrhage or infarction"	"I64"	426	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Feb., 2002"	"2002/02"	"Cerebrovascular disease, unspecified"	"I67.9"	11	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Feb., 2002"	"2002/02"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	105	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Feb., 2002"	"2002/02"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	70	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Mar., 2002"	"2002/03"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	41	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Mar., 2002"	"2002/03"	"Intracerebral haemorrhage, unspecified"	"I61.9"	114	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Mar., 2002"	"2002/03"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	48	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Mar., 2002"	"2002/03"	"Cerebral infarction, unspecified"	"I63.9"	48	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Mar., 2002"	"2002/03"	"Stroke, not specified as haemorrhage or infarction"	"I64"	439	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Mar., 2002"	"2002/03"	"Cerebrovascular disease, unspecified"	"I67.9"	13	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Mar., 2002"	"2002/03"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	102	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Mar., 2002"	"2002/03"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	81	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Apr., 2002"	"2002/04"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	46	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Apr., 2002"	"2002/04"	"Intracerebral haemorrhage, unspecified"	"I61.9"	106	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Apr., 2002"	"2002/04"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	50	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Apr., 2002"	"2002/04"	"Cerebral infarction, unspecified"	"I63.9"	51	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Apr., 2002"	"2002/04"	"Stroke, not specified as haemorrhage or infarction"	"I64"	409	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Apr., 2002"	"2002/04"	"Cerebrovascular disease, unspecified"	"I67.9"	11	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Apr., 2002"	"2002/04"	"Sequelae of cerebral infarction"	"I69.3"	11	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Apr., 2002"	"2002/04"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	77	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Apr., 2002"	"2002/04"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	67	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"May, 2002"	"2002/05"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	35	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"May, 2002"	"2002/05"	"Intracerebral haemorrhage in brain stem"	"I61.3"	11	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"May, 2002"	"2002/05"	"Intracerebral haemorrhage, unspecified"	"I61.9"	119	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"May, 2002"	"2002/05"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	40	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"May, 2002"	"2002/05"	"Cerebral infarction, unspecified"	"I63.9"	39	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"May, 2002"	"2002/05"	"Stroke, not specified as haemorrhage or infarction"	"I64"	391	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"May, 2002"	"2002/05"	"Cerebrovascular disease, unspecified"	"I67.9"	14	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"May, 2002"	"2002/05"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	83	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"May, 2002"	"2002/05"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	60	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Jun., 2002"	"2002/06"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	51	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Jun., 2002"	"2002/06"	"Intracerebral haemorrhage, unspecified"	"I61.9"	106	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Jun., 2002"	"2002/06"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	56	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Jun., 2002"	"2002/06"	"Cerebral infarction, unspecified"	"I63.9"	36	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Jun., 2002"	"2002/06"	"Stroke, not specified as haemorrhage or infarction"	"I64"	385	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Jun., 2002"	"2002/06"	"Cerebrovascular disease, unspecified"	"I67.9"	10	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Jun., 2002"	"2002/06"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	94	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	"Jun., 2002"	"2002/06"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	66	Not Applicable	Not Applicable
